from,to,weight,edge_type
2410225357,2410225388,161.835240834,residential
2410225388,2410225385,72.2255952615,residential
2410225385,184727661,48.3396593352,residential
2410225386,2410225371,67.8128640476,residential
2410225371,2410225367,67.813250025,residential
2410225367,2410225342,138.696259578,residential
2410225342,2410225281,116.02696175,residential
2410225281,2410225274,65.6051732574,residential
184767031,2410225329,42.842186585,residential
2410225329,184696667,134.539278417,residential
184696667,2410225386,88.6556553546,residential
2410225386,184727661,8.5226549204,residential
184681208,184681199,56.5080686131,residential
184681199,184681191,75.8570203696,residential
184681191,184681189,64.7567462114,residential
184681218,184681221,65.8389534814,residential
184681221,184681231,74.4149155048,residential
184681231,184681245,60.2061340075,residential
184681191,184681221,11.7499416155,residential
184681199,184681231,12.8400059057,residential
184696667,2410225380,74.9685467642,residential
2410225380,2410225376,60.7988615826,residential
184746879,184727670,155.575258948,residential
184727670,2410225376,65.5568561041,residential
2410225376,2410225380,60.7988615826,residential
184668977,184669041,3240.23043155,residential
184669041,184669049,1174.48518642,residential
184666793,184736823,2073.03782043,residential
184736823,184736826,211.553359721,residential
184736826,184732290,326.45965812,residential
184732290,184736838,1534.73941422,residential
184736838,184644130,1222.05249826,residential
184644130,184632014,376.285980402,residential
184632014,184660605,551.464245108,residential
184660605,184689230,1164.55353803,residential
184689230,184736867,782.921719151,residential
184736867,1964815840,1173.42911588,residential
1964815840,184736883,754.814740861,residential
184736883,184675513,821.560614293,residential
184628210,184628214,178.335812699,residential
184625627,184629449,103.74323722,residential
184629449,184629449,0.0,residential
184738079,184775840,1717.11179781,residential
184775840,184712250,1220.75615146,residential
184669041,184775840,1913.35320343,residential
184775840,184738170,1822.46795427,residential
184716468,184732583,1021.93975234,tertiary
184732583,184627193,457.021731767,tertiary
184627193,184712292,1999.92992751,tertiary
184712292,184738181,612.567248259,tertiary
184748267,184645794,885.472405381,residential
184645794,184712273,1519.90704771,residential
184712234,184712241,625.712203101,residential
184712241,184712250,802.71552851,residential
184712250,184712273,810.283886156,residential
184712273,184712292,1056.84920633,residential
184751246,184629023,55.7592654918,residential
184629023,184712241,811.508424222,residential
184655281,184655288,62.5050013605,residential
184655209,184655269,285.627304953,residential
184738432,184747475,313.36226927,secondary
184747475,184751147,118.065229037,secondary
184751147,184736838,338.338980877,secondary
184736838,184694035,514.416375023,secondary
184694035,184669049,945.459652107,secondary
184669049,184712234,739.501352185,secondary
184712234,184666676,942.606206683,secondary
184666676,184751246,145.053845187,secondary
184694035,184694050,1471.64616035,residential
184644126,184644130,228.546667418,residential
184747475,184702365,350.699862942,residential
184734554,184624127,182.662563132,residential
184624127,184624135,237.127362749,residential
184624132,184624135,87.2033151163,residential
184624132,184671851,89.2135805393,residential
184653744,184647983,282.268267058,residential
184647983,184653779,106.826778348,residential
184653779,184653806,167.767095748,residential
184653779,184664298,187.19531076,residential
184751147,184702370,292.195121316,residential
184702353,184702365,50.574469257,residential
184702365,184702370,100.325136365,residential
184666676,184666688,1486.70128694,residential
184666767,184665208,1416.13383668,residential
184665208,184633806,109.891816865,residential
184633806,184649476,24.0248711453,residential
184649476,184633885,609.743749831,residential
184633885,184666688,275.953563688,residential
184666688,184637913,123.576306721,residential
184637913,184638021,84.3127475519,residential
184638021,184694050,405.658888484,residential
184694050,184736826,415.695967502,residential
184666878,1068749701,468.747754616,residential
1068749701,1068749701,0.0,residential
2410225110,2410225135,44.1906633882,residential
2410225135,2410225111,44.0485233968,residential
2410225131,2410225113,38.7222508415,residential
2410225114,2410225134,42.6979847927,residential
2410225142,2410225134,26.3493310023,residential
2410225134,2410225131,12.2240173868,residential
2410225131,2410225125,41.1659066304,residential
2410225125,2410225159,101.811655355,residential
2410225159,2410225142,108.453366519,residential
2410225159,2410225125,101.811655355,residential
2410225313,2410225302,30.907837754,residential
2410225302,2410225301,1.48252929827,residential
2410225301,2410225260,106.640762633,residential
2410225260,2410225257,28.0445028454,residential
2410225257,2410225209,148.821695915,residential
2410225209,2410225193,99.2230923145,residential
2410225193,2410225135,166.210343626,residential
2410225193,2410225260,273.423031728,residential
2410225286,2410225209,169.791598239,residential
2410225257,2410225286,64.113640938,residential
2410225286,2410225303,27.6215782707,residential
2410225301,2410225311,20.1127477282,residential
2410225311,2410225330,95.7763134707,residential
2410225330,2410225303,73.5308129407,residential
2410225311,2410225330,95.7763134707,residential
184693010,184693013,77.6240303879,residential
184763362,184693010,22.0300569578,residential
184763371,184693010,10.4664011927,residential
184693010,184763371,10.4664011927,residential
184772156,184763362,31.6192225114,residential
184763362,184772156,31.6192225114,residential
184697822,184697824,16.492495604,residential
184697824,184697822,16.492495604,residential
184661041,2022637706,161.421775977,service
184693370,184693383,33.0818514497,residential
184693383,184693383,0.0,residential
184770486,184770489,23.9487096182,residential
184770489,184770486,23.9487096182,residential
184737926,184770524,42.0438330163,residential
184770524,184697824,45.3496399949,residential
184697824,184770489,68.9471147299,residential
2410225241,2410225296,104.320556153,residential
2410225296,2410225241,104.320556153,residential
2410225302,2410225296,13.929316776,residential
2410225332,2410225313,48.4980075411,residential
2410225313,2410225323,47.9698014212,residential
2410225229,2410225112,339.799705794,residential
2410225242,2410225229,19.3912286475,residential
2410225229,2410225242,19.3912286475,residential
2410225092,2410225071,80.981105899,residential
2410225108,2410225082,60.7723213258,residential
184716061,184661041,125.188145634,tertiary
184661041,184737683,113.427200468,tertiary
184737683,184737680,70.3671811655,tertiary
184737680,2410225112,39.5779847692,tertiary
2410225112,184737676,202.301418684,tertiary
184737676,184737670,196.531588989,tertiary
184737670,184683354,102.297450104,tertiary
184683354,2410225115,91.4108263028,tertiary
2410225115,184737666,92.7441506313,tertiary
184737666,184732893,56.0884136457,tertiary
184732893,2410225116,99.7476964418,tertiary
2410225116,2410225117,11.3738914915,tertiary
2410225117,2410225118,9.4398897734,tertiary
2410225118,184681002,111.113341706,tertiary
184681002,184737652,230.154672452,tertiary
184737652,2928241618,71.4262833719,tertiary
184655409,184655411,63.0737922927,service
184725137,184725139,130.818248426,residential
184725139,184695439,114.263783138,residential
184695437,184695439,167.064752959,residential
184695439,184695442,91.998830309,residential
184694377,184695442,104.087983582,residential
184694358,184694362,149.272187882,residential
184694362,184694377,108.736832604,residential
184772480,184694362,100.048087307,residential
184772480,184785420,314.325494399,residential
184785420,184769193,97.5482361631,residential
184769193,184769184,48.0500240222,residential
184715432,184715460,192.22833472,residential
184724713,184741698,220.220911589,residential
184724692,184689774,65.5874983691,residential
184689774,184673154,69.674339864,residential
184673154,184724708,65.0263696435,residential
184724708,184724711,65.7167199253,residential
184724711,184724713,67.4012530987,residential
184724713,184715432,66.0820378188,residential
184739753,184724711,243.55469143,residential
184728375,184724708,263.055661913,residential
184673116,184673154,271.458352953,residential
184689741,184689774,270.229485619,residential
2928238555,184763274,681.122362112,tertiary
184763274,184770582,86.7221797189,tertiary
184770582,184770596,14.8100449922,tertiary
184770596,184774167,66.9776425853,tertiary
184774167,184694358,777.787891883,tertiary
184694358,184695437,109.183531558,tertiary
184695437,184725137,109.429853329,tertiary
184725137,184792403,440.852241734,tertiary
184774172,184724692,259.138013544,residential
184741698,184743119,32.7191695864,residential
184741698,184715460,69.3633563338,residential
184715460,184702056,153.438574626,residential
184702056,184741717,55.298312782,residential
184741717,184741729,59.5024403696,residential
184774167,184774172,61.7372061206,residential
184774172,184689741,65.5254902092,residential
184689741,184673116,70.3073197291,residential
184673116,184728375,66.6073353349,residential
184728375,184739753,66.7542758028,residential
184739753,184743119,31.8144943759,residential
184770582,184750202,46.8861718884,residential
184750202,184723609,48.3075944206,residential
184770596,184750202,43.9621744057,residential
184750183,184750202,92.7354489517,residential
184763274,184750183,64.1682761221,residential
184723609,184723633,93.3418518936,residential
184732256,184671658,67.084447139,residential
184671658,184723633,59.2313445699,residential
184732256,184750259,217.57968972,residential
184732256,184714106,71.5456078087,residential
184714109,184743413,67.1351118498,residential
184714106,184732275,196.933440238,residential
184771737,184714112,187.942781089,residential
184714092,184681529,72.7677928577,residential
184681529,184771737,59.5969791187,residential
184771737,184732275,70.1907110129,residential
184732275,184750259,72.409382365,residential
184750259,184688383,67.0938527147,residential
184688383,184750183,66.6193564226,residential
184743413,184714075,200.37327379,residential
184714106,184714109,35.0918683152,residential
184714109,184714112,45.7918003246,residential
184714112,184681543,56.5379880294,residential
184681543,184714075,71.0297119463,residential
184681529,184681543,168.261818149,residential
184714075,184714092,135.537634581,residential
184714075,184742860,77.6943080847,residential
184742860,184742887,122.383182631,residential
184742860,184742887,122.383182631,residential
184750042,184758040,103.35028632,residential
2410225093,2410225097,18.1661952705,residential
2410225097,2410225096,11.0349766628,residential
2410225096,2410225072,94.3898153268,residential
2410225096,2410225116,47.005610264,residential
2410225117,2410225097,44.2139193254,residential
2410225177,2410225184,173.396765136,residential
2410225184,2410225118,180.102823674,residential
2410225177,184655409,47.5772348259,residential
184655409,184737666,125.926300929,residential
184734057,184737652,109.611192191,residential
2928241618,184661306,7.20261078492,tertiary
184661306,2928241619,4.05226523446,tertiary
2928241619,575031928,193.446758208,tertiary
2928241619,450736938,204.468431056,motorway_link
184704429,184704450,110.973895276,unclassified
184661306,184734057,63.4902588627,residential
184734057,184704450,22.4311684909,residential
184704450,184704429,110.973895276,residential
184715865,184757845,72.7191873501,residential
184715852,184715865,97.1273513977,residential
184661252,2928241618,585.143371797,motorway_link
575031928,184657180,57.3897859863,tertiary
184742289,184757845,104.035927858,residential
184657180,184738391,154.549032788,tertiary
184641228,184641200,149.934741921,motorway_link
184641200,184641196,84.2939227248,motorway_link
184641200,1145474969,94.016727476,motorway_link
184648826,184648852,273.82039776,motorway_link
184632555,184641228,506.153037849,motorway
184641228,184648852,314.468817858,motorway
184648852,184661946,748.997765943,motorway
184630784,184661169,242.17312036,motorway
184661169,184661252,701.734955028,motorway
184661252,450736938,439.209337142,motorway
450736938,184628316,422.04146687,motorway
184628316,1884642089,253.434773206,motorway
184742239,184756307,191.867832136,residential
184756307,184747324,945.489991295,residential
184677889,184658442,93.0903554438,tertiary
184658442,184646249,292.171707976,tertiary
184646249,184742239,101.149979527,tertiary
184742239,184653568,806.427942248,tertiary
184653568,184715852,91.3325110195,tertiary
184715852,184742289,75.1201307192,tertiary
184742289,184738391,72.0550886319,tertiary
184738391,1145474969,88.1285309214,tertiary
1145474969,184641196,40.5727216494,tertiary
184641196,184648826,8.95272954206,tertiary
184648826,184742295,418.236103979,tertiary
184742295,184709470,674.407304202,tertiary
184709470,184742331,138.175220829,tertiary
184677860,184747324,627.203843634,residential
184747324,184628685,114.050522289,residential
184628685,184742295,680.765023673,residential
2928238555,184661169,332.675308738,motorway_link
184630834,2928238555,4.25378796493,tertiary
2928238556,184630834,4.13864398079,tertiary
184630784,2928238556,155.547846057,motorway_link
575044706,184630784,30.739594242,motorway
502756297,575044706,39.2088512393,motorway
2928225749,2928238556,314.849797093,tertiary
184661946,184661176,225.903896043,motorway
184661946,2928225748,359.721503991,motorway_link
2928225749,184661176,177.7423719,motorway_link
184661176,575044710,78.559131698,motorway
575044710,502756286,39.0627033218,motorway
184661242,2928225749,4.73926473264,tertiary
2928225748,184661242,4.18009212847,secondary
184750037,184729649,171.621162794,residential
184729649,184750042,384.867863107,residential
184630610,502756297,432.939353022,motorway
184630834,184750037,654.54520589,tertiary
184750037,184772091,14.936437764,tertiary
502756286,184646884,142.425581384,motorway
184646884,184646843,425.353284689,motorway_link
184630653,184630610,425.774716574,motorway_link
184646843,184646825,100.270175231,motorway_link
184758304,184730079,185.217677352,residential
184730079,184777943,275.989116528,residential
184777943,184755393,156.056703462,residential
184755393,184788279,265.274631659,residential
184788279,184788275,242.591478607,residential
184709456,184709467,236.805260473,residential
184709467,184709470,177.815192847,residential
184709456,184780380,127.734057159,residential
184729557,184646488,65.8068412202,secondary
184646488,184628674,194.176120642,secondary
184628674,184780380,254.987978892,secondary
184780380,184763198,58.9533953801,secondary
184763198,184706660,88.5476303177,secondary
184706660,184742331,261.160379598,secondary
184742331,2928225748,37.1272069391,secondary
184628674,184628678,550.416561647,residential
184628678,184628685,262.16835477,residential
184706660,184706691,329.45982465,residential
184763201,184706691,119.554447962,residential
184706691,184788801,114.77679365,residential
184788801,184788279,105.475690637,residential
184763198,184763201,329.812279737,residential
184788275,184788801,266.702166099,residential
184788801,184755389,264.60727416,residential
184755389,184777933,148.516585222,residential
184755389,184755393,105.310683913,residential
184624268,184624280,110.610207919,residential
184689137,184639251,1009.58035031,residential
184639251,184689178,169.243543554,residential
184689178,184689181,209.507613322,residential
184689181,184689202,607.652527234,residential
184689202,184689205,132.83045476,residential
184689205,184689230,1685.60868406,residential
184689202,184721843,507.758539948,residential
184785504,184670054,247.93859104,residential
184670054,184670069,82.6609205975,residential
184772424,184670069,261.842526643,residential
184689181,184785504,195.682225795,residential
184785504,184772424,99.9986080049,residential
184772424,184737543,140.057071635,residential
184737543,184723211,131.803138205,residential
184756453,184756437,225.417244645,residential
184723209,184737539,132.805397085,residential
184737539,184756437,128.38042677,residential
184756437,184756453,225.417244645,residential
184756453,184689178,123.822807254,residential
184737513,184737539,580.895665307,residential
184737539,184737543,272.442913917,residential
184723180,184723209,506.825631309,residential
184723209,184723211,271.786891761,residential
184689137,184733492,251.575776025,secondary
184733492,184733713,38.0143702378,secondary
184733713,184737513,687.549547856,secondary
184737513,184723180,140.328748674,secondary
184723180,184743550,179.213455129,secondary
184743550,184679167,405.469445347,secondary
184674210,184697387,199.748048473,residential
184697387,184690204,121.828590987,residential
184690204,184743550,427.896781614,residential
184733589,184697416,400.4480029,residential
184697416,184743564,30.9266230929,residential
184743564,184690248,144.2708476,residential
184690248,184679167,581.688421798,residential
184729663,184758040,370.220174059,residential
184729649,184729663,98.2902783618,residential
184772091,184630653,142.384656173,tertiary
184751665,184772091,253.355176859,tertiary
184751665,184689137,82.7273032374,secondary
184751665,184630653,122.727716675,secondary
184733713,184733494,24.1688758629,residential
184646825,184630653,252.850247863,motorway_link
184701632,184701633,185.859728029,residential
184730075,184701632,19.4970314305,residential
184701632,184730079,140.386853448,residential
184672326,184672328,80.2389299971,residential
184733508,184672328,80.0264321306,residential
184672328,184683447,174.076896031,residential
184646884,3796833237,2635.48613043,motorway
3796833238,184630610,2364.4537917,motorway
184777933,184777943,101.297687075,residential
184624083,184711881,107.959977691,residential
184711881,184706727,117.276001907,residential
184706727,184625673,139.836154205,residential
184625673,184706739,205.324342318,residential
184711881,184747721,340.903905995,residential
184624083,184624092,342.126019697,residential
184677823,184733738,282.951644259,residential
184733738,184733741,266.090446526,residential
184733741,184733790,1319.71293164,residential
184733790,184730075,185.748502167,residential
184730075,184661242,1031.02095666,residential
184677835,2012696759,799.030682601,residential
2012696759,184624092,114.445750363,residential
184624092,184688739,39.5950326601,residential
184688739,184747721,73.8073495679,residential
184747721,184706739,118.72932471,residential
184706739,184701618,8.14411035633,residential
184701618,184758304,211.369991501,residential
184758304,184701633,143.222789035,residential
184701633,184733790,18.5096830793,residential
184701618,184701622,346.384463041,residential
184688727,184688736,260.194740719,residential
184688736,184688739,79.5828164152,residential
184688736,184691765,276.821341516,residential
184688727,184691765,91.144397744,residential
184690204,184690248,327.945484873,residential
184697387,184697416,323.346116822,residential
184733492,184733494,29.3173544947,residential
184733494,184733508,383.397320829,residential
184733508,184672326,12.7952507397,residential
184672326,184733589,889.438748639,residential
184733589,184733691,1675.12046344,residential
3796833237,184762042,69.27024631,motorway
184761822,3796833238,70.6700701645,motorway
184733741,184667305,95.1429444764,residential
184794473,184756758,188.307848595,residential
184677864,184756758,347.235926896,residential
184677842,2689717289,24.9037882428,secondary
2689717289,184677844,73.1986316262,secondary
184677844,184677847,100.43734224,secondary
184677847,184677849,100.98277606,secondary
184677849,184636959,816.813669514,secondary
184636959,184677860,187.015913292,secondary
184677860,184650233,212.720347134,secondary
184650233,184677864,358.426698508,secondary
184677864,184677882,190.326135897,secondary
184677882,184677889,192.823253393,secondary
184677889,760614485,131.088627183,secondary
2955779945,2955779935,88.6234837126,service
2955779975,2955779976,24.4146179737,service
2955779976,2955779978,27.7528978684,service
2955779968,2955779974,38.5541817576,service
2955779976,2955780004,77.9862602154,service
2955780004,2955780003,32.0085560374,service
2955780003,2955779997,77.6966223297,service
2955779997,2955779995,94.476991077,service
2955779995,2955779961,68.8729357392,service
2955779961,2955780076,114.017787908,service
2955780076,2955778327,57.7165208608,service
2955778327,184636959,44.5095300156,service
2955779979,2955779954,82.2822163291,service
2955780076,2955780077,53.4786930653,service
2955778327,2955780077,40.6063926609,service
2955780077,2955779979,39.61577702,service
2955779979,2955779935,144.946087099,service
2955779935,2955779943,101.887792382,service
2955779943,2955779945,21.1531414872,service
2955779945,2955779974,8.3445312815,service
2955779974,2955779954,140.273937779,service
2955779954,2955780011,88.22021924,service
2955780011,2955779961,30.1965712495,service
2955780011,2955779995,59.3008242245,service
2955779943,2955779978,5.63209149487,service
2955779978,2955779968,31.7007947955,service
2955779968,2955779975,4.41967660908,service
2955779975,2955780004,76.2355256835,service
2955780004,184636814,73.4115495967,service
2955779997,2955780003,77.6966223297,service
184636808,184636814,24.5107793793,service
184636799,184636804,154.874742396,service
184636804,184636808,28.233980811,service
184654548,184636804,214.325299639,service
184734200,184734224,249.136569529,residential
184677448,184734224,215.798674554,residential
184734224,184762865,107.748791017,residential
184762865,184636799,453.136840158,residential
184636799,184666655,90.3166565212,residential
184666655,184654548,59.9098078376,residential
184763453,184762865,252.176475854,residential
184729554,184664840,343.700600192,secondary
184664840,184677849,298.348527811,secondary
184677849,184713520,382.001241726,secondary
184713520,184729557,66.5880312372,secondary
184713520,184690445,101.15075897,residential
184690445,184696579,97.9937849683,residential
184696579,184680073,100.339575749,residential
184680073,184684465,102.773356286,residential
184677844,184696579,379.787151156,residential
184696579,184624268,129.374853163,residential
184677842,184680073,378.545703272,residential
184680073,184624280,177.824448463,residential
184677847,184690445,380.696138376,residential
2689717289,2689717299,289.54167934,unclassified
2689717299,184664840,255.520634099,unclassified
2689717309,2689717311,107.039557324,service
2689717311,2689717312,18.2522284959,service
2689717312,2689717313,106.61872219,service
2689717299,2689717308,63.9163920483,service
2689717313,2689717309,20.947473283,service
2689717334,2689717340,128.435218488,service
2689717341,2689717342,19.210900921,service
2689717342,2689717342,0.0,service
2689717309,2689717308,70.9204221686,service
2689717308,2689717340,25.533347952,service
2689717340,2689717341,18.1566678607,service
2689717341,2689717334,110.595584028,service
2689717334,2689717332,10.7843007709,service
2689717332,2689717332,0.0,service
184644489,4117890141,268.544018654,service
184729549,184729554,30.2618879912,secondary
184633380,184729541,163.090999893,secondary
184729541,184729549,674.323457586,secondary
4117890136,4117890131,57.8179069372,service
4117890131,4117890124,86.6320493715,service
4117890124,4117890122,17.5644045739,service
4117890124,4117890130,84.4544072324,service
184628168,4117890133,175.124508702,service
4117890133,4117890136,54.4993123164,service
184678521,184636510,253.116185763,residential
184636510,184633376,559.99840084,residential
184633376,184752945,634.905969973,residential
184675355,184639580,24.3809340621,tertiary
184639578,184639580,316.609916315,motorway_link
184678518,184691345,1448.55168136,residential
184636401,184636510,383.520109049,residential
184639580,184678518,95.7602976937,secondary
184678518,184636401,516.80223934,secondary
184636401,184678521,288.632707301,secondary
184678521,184678526,409.314736885,secondary
184678526,184636564,215.673843977,secondary
184678526,184683533,818.425848941,residential
184683533,184691334,160.101124374,residential
184691334,184691338,106.258032433,residential
184691338,184691341,100.347939446,residential
184691341,184691345,90.4506947284,residential
184633380,184633389,173.705062309,service
2410243842,2410243884,275.82567216,service
2410243884,2410243857,238.737420488,service
2410243865,2410243848,26.4580229446,service
2410243848,2410243857,24.7891819559,service
2410243857,2410243865,19.6049386783,service
184636564,184649623,149.451020307,secondary
184649623,2410243895,113.093692542,secondary
2410243895,2410243897,155.335004483,secondary
2410243897,2410243896,184.024630614,secondary
2410243896,184633380,316.707932269,secondary
2410243895,2410243884,90.7689356757,service
760614486,1889284456,199.674747413,secondary
1889284456,1889284471,10.2885471183,secondary
1889284471,184677446,78.0919542824,secondary
184677446,184683280,99.888805807,secondary
184683280,184734200,122.802720935,secondary
184734200,184763453,101.331930942,secondary
184763453,184752945,726.927573066,secondary
184752945,184729541,896.446198289,secondary
184729541,184633389,161.026691427,secondary
184633389,2410243905,93.3185922824,secondary
2410243905,184628168,77.3222885502,secondary
184628168,184631317,162.059460735,secondary
184631317,184631374,198.324762248,secondary
184631374,184784968,371.011010434,secondary
184784968,4191999086,179.005033059,secondary
4191999086,184785001,1218.18706886,secondary
4117890133,4117890131,18.6151863047,service
4117890131,4117890130,19.3533367679,service
4117890130,4117890122,88.178719572,service
4117890122,2410243905,88.5781924725,service
184640497,2410244745,310.288613378,service
184631342,184640497,194.033683657,service
184640497,184640500,44.3670253627,service
184631317,184631342,165.029306711,service
184631342,184631374,137.975459916,service
2410243896,2410244745,65.6241663482,service
2410244745,184631590,291.545485817,service
184631590,184640500,309.360759246,service
184631590,2410243897,278.016653427,service
2410243848,2410243842,46.5677804784,service
2410243842,184678526,200.800337461,service
184636564,184636567,49.1797244312,residential
184636567,184624463,1981.46797735,residential
184653909,4117890141,160.177051958,service
4117890141,184653915,264.860966178,service
184667757,184667765,294.196344166,residential
184667765,184667767,258.437858403,residential
184667767,184667770,263.028817509,residential
184689645,184679031,318.291209324,residential
184679031,184689652,259.38826648,residential
184689652,184677839,264.336234645,residential
184718731,184679044,291.407056931,residential
184679044,184718740,305.295423947,residential
184718740,184677836,263.668427993,residential
184679057,184730972,326.182355555,residential
184653909,184667767,46.4270642467,residential
184667767,184689652,91.793343804,residential
184689652,184718740,97.2117471357,residential
184718740,184730972,106.341496411,residential
184730972,184667949,124.915861371,residential
184667949,184691591,134.807451287,residential
184691591,184764960,135.473603935,residential
184667880,184679059,85.1723580425,residential
184679059,184691591,325.448222348,residential
184691591,184677833,264.319352276,residential
184707196,184679765,241.444606464,residential
184677825,184707196,204.471193385,residential
184707196,184707201,210.589280859,residential
184707201,184707208,210.050972577,residential
184707208,184707212,208.238883203,residential
184667757,184689645,96.4483902576,residential
184689645,184718731,94.7982037116,residential
184667765,184679031,95.3487293306,residential
184679031,184679044,106.199442052,residential
184679044,184679057,108.652027982,residential
184679057,184667903,178.184479987,residential
184667903,184679059,72.0746603819,residential
184667875,184667880,73.006415873,residential
184667880,184667903,80.4521808801,residential
184667903,184667949,328.865558952,residential
184667949,184667952,264.974335616,residential
184713256,184764960,449.962638892,residential
184764960,184677828,264.639156323,residential
184667875,184713256,132.809142162,residential
184707212,184679795,270.14752766,residential
184733738,184667304,95.7101983438,residential
184667302,184667304,282.668059681,residential
184667304,184667305,266.086001626,residential
184677820,184679765,236.146023813,residential
184679765,184679769,112.034864972,residential
184679769,184679776,112.367339961,residential
184679776,184679780,90.2922336912,residential
184679780,184679783,20.736322143,residential
184679783,184679786,111.356444337,residential
184679786,184678408,77.9120908218,residential
184678408,184679788,33.4463992838,residential
184679788,184679795,73.2380527928,residential
184679795,2689717262,37.7915881538,residential
2689717262,2689717259,67.8848629653,residential
2689717262,2689717287,227.53857028,residential
2689717287,2689717264,174.559395437,residential
2689717264,2689717287,174.559395437,residential
184784968,4191999088,209.196688327,service
4191999086,4191999088,97.5199994213,service
184785001,184785007,25.8719406421,secondary
184785007,184681966,169.856548176,secondary
184681966,184673198,191.812065962,secondary
184681966,184681936,880.46695324,residential
184679167,184751088,998.646912786,secondary
184751088,184751121,600.94274732,secondary
184751121,184624132,405.86752911,secondary
184624132,184738432,744.206439827,secondary
184751088,184756802,64.6674060063,residential
184756802,184678859,101.652746283,residential
184678859,184746870,135.377965339,residential
184746870,184756819,133.046528599,residential
184738415,184738417,342.953252754,residential
184738417,184733691,501.94583612,residential
184733691,184679197,704.962316367,residential
184679197,184738427,1218.57388045,residential
184738427,184664298,161.997136865,residential
184664298,184653744,256.725063314,residential
184653744,184738432,556.806174692,residential
184679167,184679197,1625.13311094,residential
184679197,184661749,401.540252929,residential
184661749,184662001,283.652169395,residential
184662001,184654013,200.1307369,residential
184654013,184642085,681.718195803,residential
184642085,184639725,275.230497745,residential
184639725,184679280,887.315563654,residential
184690113,184690119,117.717641172,residential
184690119,184672215,228.963508853,residential
184690119,184724932,116.090805027,residential
184737967,184795699,237.55846108,tertiary
184795699,184792403,246.913472565,tertiary
184792403,184689205,1327.05718372,tertiary
184689205,184721843,483.285248054,tertiary
184721843,2689717360,26.827985894,tertiary
2689717360,184751121,1613.55069185,tertiary
184751121,184738427,603.314887827,tertiary
184738427,184653806,195.982749187,tertiary
184653806,184690113,370.163936627,tertiary
184690113,184679280,1469.97064125,tertiary
184679280,184774000,406.421036168,tertiary
184774000,184666880,801.718852449,tertiary
184666880,184625951,1106.36756457,tertiary
184625951,184734925,526.106355174,tertiary
184734925,184691424,1214.59141941,tertiary
184672226,184724932,223.855229848,residential
184672215,184672226,122.820237338,residential
184661722,184661734,76.0080720655,residential
184661734,184661749,317.891636816,residential
184662001,184661722,154.186883647,residential
184661722,184662007,75.8360567543,residential
184662007,184662007,0.0,residential
1988218602,184738415,51.1324454807,residential
184677812,1988218602,1226.85834783,residential
184738417,184774011,2436.07771561,residential
184678142,184678162,171.924548698,residential
184720346,184687111,203.097907011,residential
184687094,184687101,72.444878997,residential
184687101,184678142,29.704693342,residential
184678142,184687102,46.3860121779,residential
184687102,184687111,73.7929054761,residential
184720344,184687102,206.126357604,residential
184720339,184687101,207.604038,residential
184720335,184687094,204.81226894,residential
184720335,184720339,75.079342995,residential
184720339,184720344,76.0789363384,residential
184720344,184720346,75.1896678503,residential
184736823,184731036,433.614998489,residential
184731036,184774000,1195.05085535,residential
184774000,184639678,1096.73609771,residential
184639678,184713747,918.605739894,residential
184713747,184774011,408.709901124,residential
184774011,1988218603,337.648454229,residential
184642085,184642091,195.209816008,residential
184639678,184639725,716.120649767,residential
2677321605,3106071430,173.205627293,residential
3106071430,2677321618,80.6841625118,residential
184762042,184627783,6355.17609183,motorway
184627783,1840706354,513.961538122,motorway
1840706353,184643038,449.491291467,motorway
184643038,184761864,491.587063542,motorway
184761864,184761860,990.419483138,motorway
184761860,184761822,4918.04370225,motorway
1988218603,1988218605,51.1544082366,residential
1988218605,2677321618,577.641018054,residential
2677321618,184677774,466.436867511,residential
184713749,184742340,242.214774236,residential
184742340,184770794,167.626781906,residential
184770794,184713760,184.272926029,residential
184710315,184672139,108.792096658,residential
184692721,184692753,95.0327461998,residential
184692753,184710315,218.538825625,residential
184677770,184710315,204.408592527,residential
184710315,184692721,175.596858462,residential
184763942,184761860,287.111477479,motorway_link
184742193,184720335,366.201176902,residential
184677803,184742189,149.661425751,residential
184742189,184684121,18.7754812012,residential
184684121,184742193,72.9953058029,residential
184742193,184722399,77.08795845,residential
184722399,184742197,78.9374051395,residential
184742197,184720346,249.918605148,residential
184742189,184670580,178.521339503,residential
184670580,184742197,173.504770697,residential
184677631,184625961,215.339106401,tertiary
184625961,184677638,75.1889934568,tertiary
184677638,184660895,198.874241025,tertiary
184660895,184660910,907.829647377,tertiary
184660910,184677652,519.453227058,tertiary
184677652,184662349,424.590830538,tertiary
184662349,2689727563,1298.79043061,tertiary
2689727563,2677321647,147.517998288,tertiary
2677321647,184662374,296.85318291,tertiary
184662374,184677770,565.331004542,tertiary
184677770,184677774,650.852796925,tertiary
184677774,184677778,726.92798796,tertiary
184677778,184677788,104.246539919,tertiary
184677788,184677800,156.52089313,tertiary
184677800,184677803,387.914274626,tertiary
184677803,184677808,485.081841713,tertiary
184677808,184677812,597.21825727,tertiary
184677812,184677816,1658.27372699,tertiary
184677816,184667302,192.704560318,tertiary
184667302,184677820,61.0111495984,tertiary
184677820,184677823,34.3713734484,tertiary
184677823,184677825,316.672872387,tertiary
184677825,184677828,231.341773475,tertiary
184677828,184677833,135.028899452,tertiary
184677833,184667952,135.807282641,tertiary
