from,to,weight,edge_type
184658422,184648665,257.183295419,residential
184743081,184658422,792.462179453,residential
184658422,184648768,347.696802406,residential
184648768,184629268,301.430198774,residential
184629268,184748819,159.972443936,residential
184743081,184743095,367.43423287,residential
184743095,184709854,1206.63762764,residential
184650084,184648683,134.179338985,residential
184658422,184650084,231.245381408,residential
184650084,184626847,574.454779112,residential
184698296,184698300,235.945985105,residential
184742755,184767299,34.7285683134,residential
184767299,184767305,196.724871238,residential
184742755,184698296,41.8461559195,residential
184698296,184658003,111.460941819,residential
184658003,184742765,59.5944758499,residential
184742765,184742771,137.620573951,residential
184767307,184742765,166.193234024,residential
184657999,184658003,131.325698931,residential
184767299,184657999,170.105377436,residential
184657999,184767305,26.6198104046,residential
184767305,184767307,37.2593853043,residential
184767307,184767312,110.274821773,residential
184745775,184696890,95.8821310127,tertiary
184696890,184749401,87.3164987894,tertiary
184749401,184684222,156.725614466,tertiary
184684222,184681152,54.8593061474,tertiary
184681152,184695627,108.004497934,tertiary
184695627,184749403,69.6288549748,tertiary
184749403,184746961,79.0829409513,tertiary
184746961,184747832,80.3136436123,tertiary
184747832,184688755,71.9650858882,tertiary
184688755,394356783,810.627845704,tertiary
394356783,184626847,1672.93562926,tertiary
184626847,184748828,799.388304825,tertiary
184748828,184749462,1529.38359134,tertiary
184749462,184749481,130.091181348,tertiary
184695504,184695530,195.018500515,residential
184695530,184624225,235.196123347,residential
184624225,184674469,377.416562272,residential
184679701,184695530,280.192284267,residential
184695504,184679698,292.543347683,residential
184679698,184674483,140.460828783,residential
184624225,184624234,108.159197634,residential
184624234,184624238,142.11213055,residential
184679698,184679701,140.478857183,residential
184679701,184624234,162.835425543,residential
184674396,184674467,1061.21907191,residential
184674467,184674469,110.006503997,residential
184674469,184624238,350.705693296,residential
184624238,184674483,304.0950957,residential
184674483,184674490,676.484235933,residential
184674490,2410287798,284.374818497,residential
2410287798,184674493,127.076074955,residential
184674493,184674496,265.275246191,residential
184674496,184674501,138.255438881,residential
184674501,184674504,405.97604096,residential
184674504,184674508,213.332737525,residential
184674508,184674517,183.527483553,residential
184688761,184683694,811.507265086,residential
394356783,184683694,157.513762035,residential
184683694,184683698,161.157309471,residential
184683698,184674490,479.403179481,residential
184688766,184683698,810.62543252,residential
2410287851,2410287786,831.032427359,residential
2410287786,2410287790,281.322129717,residential
2410287790,2410287798,133.548884811,residential
183886568,184711514,1183.65969603,residential
184711514,184672235,1619.22468452,residential
184672235,184696281,1624.20293149,residential
184696281,184711543,1621.18583099,residential
184711543,183886602,1620.66499032,residential
184672235,184672257,2369.87912052,residential
184672257,184710098,629.515707489,residential
184710098,2396869167,249.151471145,residential
2396869167,184696299,746.522828332,residential
184696281,2396869338,1555.06160863,tertiary
2396869338,184696289,8.61918555777,tertiary
184696289,184696299,809.063628921,tertiary
184696299,184696315,1926.50164978,tertiary
184696289,184746358,1620.4058288,residential
184746358,184644402,1232.42396209,residential
184644402,184751904,377.294781602,residential
184711543,184746358,1568.17392618,residential
184746358,184746383,1785.94937593,residential
184751791,184696315,11.9756807087,tertiary
184696315,184751793,89.9381290628,tertiary
184751793,184751821,1221.53227337,tertiary
184751821,184746383,660.803270764,tertiary
184746383,184751894,2332.40654557,tertiary
184751894,184751904,90.4847817139,tertiary
184751904,184644463,214.93385322,tertiary
184644463,183886602,1364.107937,tertiary
184644402,184644463,446.801367127,residential
184672257,184635991,568.322183091,residential
184635991,184631379,461.963794043,residential
184631379,184653507,837.226380679,residential
184653507,184672263,42.4845521579,residential
184710098,184643283,1931.18468926,residential
184643283,184653483,145.686791132,residential
184653483,1870780919,61.3937549973,residential
184672263,1870780922,10.6805884434,residential
1870780924,184751791,24.4786679934,tertiary
1870780922,184653545,207.340785139,residential
184653545,184672267,296.91472974,residential
184747619,184653556,148.13073124,tertiary
184653556,184672267,352.147955901,tertiary
184672267,2687912837,325.268889511,tertiary
2687912837,184710163,487.214687128,tertiary
1870780919,184710159,12.3693877351,residential
184710159,184710163,238.875793709,residential
184710163,184751788,682.486178703,tertiary
184751788,1870780924,235.000361305,tertiary
184751788,184643253,703.683971803,residential
184643253,184643233,37.7287357663,residential
184643233,2687912826,418.846286333,residential
2687912826,184643216,150.241467451,residential
184643216,184756114,197.683167561,residential
184751821,184783540,220.543208061,tertiary
184783540,184783548,25.529033718,tertiary
184783548,184656533,403.397522744,tertiary
184656533,184776695,158.665244494,tertiary
184776695,184756114,123.496933697,residential
184776695,184776722,155.80979596,tertiary
184756114,184776722,98.7838122093,residential
184669607,184637796,425.106875268,tertiary
184637796,184641015,248.896114203,tertiary
184641015,184669627,169.443325195,tertiary
184669627,184630543,89.6377290047,tertiary
184630543,184656244,13.1247084514,tertiary
184656244,184625497,475.187679095,tertiary
184625497,184669641,1012.2236148,tertiary
184669641,184669647,809.478136167,tertiary
184669647,184669682,816.317926481,tertiary
184669682,184669726,1805.92854,tertiary
184669726,184669742,2430.54576021,tertiary
184669742,184669750,1138.23443287,tertiary
184624215,184686795,191.981060649,residential
184686795,184686827,194.569406966,residential
184686827,184686834,120.260948191,residential
184720265,184720273,117.670732021,residential
184720273,184686795,111.221545706,residential
184686827,184720273,227.684511659,residential
184720273,184624192,251.219489512,residential
184778294,184704728,116.907492996,residential
184704728,184720265,255.822714826,residential
184720265,184778341,132.857303353,residential
184778341,184686834,225.422133604,residential
184704728,184624159,159.403823532,residential
184726007,184778294,675.277126957,tertiary
184778294,184707239,574.383290957,tertiary
184751894,184778258,371.040412444,tertiary
184778258,184778264,50.1007051497,tertiary
184778264,184763293,345.022133444,tertiary
184763293,184726012,964.023184641,tertiary
184624215,184707247,196.203114358,residential
184624159,184624192,156.772405892,residential
184624192,184623925,94.9869814539,residential
184623925,184624215,134.65276,residential
184707243,184707247,463.571239543,primary
184707247,184707256,272.355636763,primary
184663731,184663681,598.857521166,motorway_link
184707243,184663736,353.975167816,primary
524896108,184656179,153.973364841,primary
184656179,184663736,10.5750633498,primary
524896104,524896108,69.3055196289,primary
184656121,184656168,178.483372727,motorway_link
184687640,524896104,96.778166374,primary
184656168,184687640,59.6062780959,primary
184656240,184656179,175.631399612,motorway_link
184663736,184663800,455.62216561,motorway_link
183946322,183946325,69.4100633586,residential
183946325,183946439,247.672741272,residential
183946448,183946439,79.2969171603,residential
183946439,183946325,247.672741272,residential
183946448,183946322,287.838993546,residential
183946322,183867415,17.2309355098,residential
184656168,184663731,9.58771734124,primary
184707239,184707243,42.7651090976,residential
184687640,184677364,1151.81455651,tertiary
184677364,184687691,248.125574918,tertiary
184676654,4054009677,29.4417048537,service
184669613,184641018,262.629402437,motorway
184641018,4054010300,469.569042481,motorway
4054010300,4054009675,1643.51349735,motorway
4054009675,4054009677,1366.53296662,motorway
4054009677,184656121,1177.01752067,motorway
184656121,184663681,538.561619884,motorway
184663681,184675721,134.137550728,motorway
184708045,184677367,687.221481429,residential
184677367,184755717,1166.67676518,residential
184755717,184693920,733.797202459,residential
184763293,184734677,1333.87281472,residential
184734677,184731229,808.943095849,residential
184731229,184643944,544.618352485,residential
184643944,184669647,1069.44602367,residential
184734677,184726020,965.656027794,residential
184669682,184731229,1866.39691099,residential
184725949,184726007,723.077084677,tertiary
184726007,184726012,1219.91980056,tertiary
184726012,184726020,1243.78678151,tertiary
184726020,184726039,1198.28712596,tertiary
184726039,184663237,475.901893726,tertiary
184663237,184663255,204.691834095,tertiary
184663255,184669641,542.111128981,tertiary
184669641,184634371,2034.04293464,tertiary
184634371,184726066,392.643465775,tertiary
184726066,184708460,1628.99513479,tertiary
184726020,184741549,1585.58422794,residential
184741549,760641989,49.9977639063,residential
760641989,760641990,70.9020451978,residential
184656240,184663800,386.806024798,motorway
184663800,184676654,682.620408041,motorway
184676654,4054009676,1368.05959897,motorway
4054009676,4054010301,1642.86921534,motorway
4054010301,570455228,732.38105597,motorway
4054009675,4054009676,29.7656561973,service
184726039,184767397,1626.35805839,residential
184669627,184767397,1211.34817044,residential
184767397,184637880,888.383912699,residential
184637880,184741549,330.677784228,residential
184687691,184708045,487.581450787,tertiary
184708045,184708063,641.546418409,tertiary
184708063,184708064,828.186286691,tertiary
184708064,184687533,425.790824195,tertiary
4054010300,4054010301,29.8858215456,service
184641015,184641018,293.713471795,motorway_link
184630586,184630543,171.171335358,motorway_link
184656244,184656274,489.368346894,motorway_link
570455228,184669616,36.4251928851,motorway
184675661,184669613,37.593544654,motorway
184641008,184641015,394.803643426,motorway_link
184687533,184687565,805.058850726,tertiary
184687565,184669607,407.21277133,tertiary
184669607,184635112,1392.93957941,tertiary
184635112,184629632,712.062260431,tertiary
184629632,184629695,145.813174065,tertiary
184629695,184684779,73.8254766916,tertiary
184684779,184641834,32.347869384,tertiary
184641834,418267261,57.9425027649,tertiary
184710163,184669742,1647.72136857,residential
184669742,184710178,1208.69970202,residential
184710178,184640505,928.101980285,residential
184640505,184710199,355.219795006,residential
184640505,184640527,251.946742916,service
184779610,184669750,171.858259373,secondary
184669750,184662856,1270.43882592,secondary
184662856,184673055,377.150596414,secondary
184673055,184640527,486.040662691,secondary
184640527,184710199,378.468798585,secondary
184710199,184779673,2257.99262741,secondary
184779673,184779692,886.04563852,secondary
184779692,184662746,443.70602294,secondary
184662746,184716364,414.387461313,secondary
184662635,184726066,2006.7960468,residential
184726066,184665450,1880.81710965,residential
184665450,184759326,1368.69292195,residential
184759326,184710178,2431.18305937,residential
184661657,184661669,173.717208088,service
184779673,184661657,625.894914651,residential
184661657,184744496,409.291271595,residential
184784802,184761001,811.764410869,residential
184761001,184753971,790.242351828,residential
184753971,184681892,768.951867976,residential
184681892,184728019,133.933544955,residential
184728019,184633990,17.7225534702,residential
184633990,184743772,120.698188764,residential
184743772,184689556,135.948362515,residential
184744520,184779692,1148.43728036,residential
184779692,184783627,1910.97121635,residential
184670082,2687911534,90.2662303843,residential
2687911534,2687911534,0.0,residential
184716371,184634023,67.2626853852,service
184634023,184633990,269.615999191,service
184728019,184728021,110.901462392,residential
184728021,184656665,126.074385503,residential
184728021,184766357,94.3480740742,residential
4217813359,4217813360,152.747698453,service
184716364,184716367,122.395136533,secondary
184716367,184667291,34.8910447022,secondary
184667291,184716371,144.44542679,secondary
184716371,184716373,18.2181125553,secondary
184716373,184716375,134.598785686,secondary
184716375,184689556,73.3522601652,secondary
4217813361,4217813363,22.1100154261,service
184667291,4217813360,96.1836640819,residential
4217813360,4217814308,237.109770507,residential
4217814308,3639914629,4.95836955052,residential
184668551,184748178,94.518513756,residential
184708660,4217814306,156.974283275,residential
4217814306,4217814297,115.936726014,residential
4217814297,184748178,71.6126885378,residential
184748178,4217813361,37.4183793406,residential
4217813361,184716373,50.9155105061,residential
184661980,4217814308,150.075108157,service
184650388,184650391,97.0400551123,service
184650391,184650394,16.5176926996,service
184668542,184667253,139.75762559,residential
184667253,184668551,200.358200493,residential
184667253,3639914629,60.5046606446,residential
184650409,4217814334,96.4796394236,service
4217814334,4217814384,101.575292319,service
4217814384,4217814334,101.575292319,service
184708654,184650394,79.0740095968,residential
184650394,184650409,108.297390555,residential
184650409,184668542,23.4950465982,residential
184668542,184708660,99.8659147499,residential
184708660,184650428,12.9771397609,residential
184650428,184708664,118.185179607,residential
184716375,2626180489,51.1686375753,residential
2626180498,2626180472,26.4457852946,service
2626180502,2626180489,19.4916225395,residential
2626180489,2626180472,11.2550938728,residential
2626180472,2626180498,26.4457852946,residential
2626180498,2626180494,28.5377253695,residential
2626180494,2626180502,6.13082324304,residential
2626180494,4217813378,10.580321355,service
184689558,184787382,246.477166467,residential
184787382,184656665,96.9787168841,residential
184650425,184650425,0.0,service
184650425,184650428,21.3354927678,service
184708664,184642437,87.9809322691,residential
184656624,184773744,301.010005692,residential
184773744,184689557,67.4758228524,residential
184708664,184656624,118.09785052,residential
184656624,184635891,48.4776071163,residential
184635891,184708674,109.564333401,residential
184708674,184696210,138.334639962,residential
184635891,184635894,30.6849169621,service
184635894,184635894,0.0,service
184708674,184724376,27.3627750558,residential
184776722,184630308,497.161763111,tertiary
184630308,184630280,200.868349039,tertiary
184630280,184669726,1018.08116673,tertiary
184669726,184759326,1219.08116885,tertiary
184759326,184648449,141.434688585,tertiary
184648449,184643997,1566.5935598,tertiary
184643997,184783047,299.433879505,tertiary
184783047,184658337,1045.97894953,tertiary
184658337,184664462,418.244422289,tertiary
184664462,184709175,409.410929365,tertiary
184709175,184654704,7.54566442774,tertiary
184654704,184783627,400.003642412,tertiary
184783627,184683037,392.359736875,tertiary
184683037,184757383,412.961509906,tertiary
184757383,184649940,602.229597765,tertiary
184649940,2687910248,259.457654658,tertiary
2687910248,184696806,137.212722215,tertiary
184696806,184719593,620.616103841,tertiary
184719593,184725728,712.116372959,tertiary
184725728,184745582,152.555044689,tertiary
184745582,184745591,132.374995512,tertiary
184745591,184639111,130.809929794,tertiary
184639111,184783630,159.560239735,tertiary
184783630,184642413,105.274059401,tertiary
184642413,184677083,18.1234064504,tertiary
184677083,184716114,123.724164501,tertiary
184716114,184677567,476.940687013,tertiary
184677567,184779965,335.182648528,tertiary
184658337,184658368,539.849806802,service
184658368,4217814452,51.8680390219,service
184658368,4217814452,51.8680390219,service
184682282,184709175,1621.04890791,residential
184715838,2687911535,72.7141612179,residential
2687911535,2687911536,117.169057503,residential
184683037,184679953,194.090768845,residential
4217814376,2687911536,117.232206478,service
2687911535,4217814376,17.7165758805,service
4217814384,184650388,148.603988589,service
184650388,184650391,97.0400551123,service
184642437,184642425,34.5842758977,service
184642425,184642437,34.5842758977,service
184791024,184791048,112.061536738,residential
3643327292,184639809,52.9732565157,residential
184724376,184791024,127.22765326,residential
184791024,184639809,78.4496497052,residential
184724376,184724403,202.042497506,residential
184639809,184758485,31.2494615393,residential
184758485,3643327228,52.9153984545,residential
3643327228,184758501,16.0976948389,residential
184724403,184758501,69.6452892052,residential
184656631,184696200,309.967031807,service
184727485,184685904,42.2220722382,residential
184757379,184727485,103.620966102,residential
184757375,184723556,332.849841643,residential
184757371,184723553,332.599593252,residential
184690000,184723546,93.4371697306,residential
184723546,184723550,62.780252754,residential
184723550,184723553,104.84969637,residential
184723553,184723556,105.276890665,residential
184748447,184723550,331.282421804,residential
184689994,184689997,200.888167531,residential
184689997,184690000,133.026476836,residential
184690000,184690013,68.5605498192,residential
184690013,184652214,10.2584027132,residential
184731329,184689997,104.999652399,residential
184757367,184731329,203.862437817,residential
184731329,184760816,203.446633164,residential
184760816,184632026,34.9681615653,residential
184632026,184668041,45.2012324751,residential
184707843,184719069,331.044974962,residential
184719069,184682273,1900.94172987,residential
184682273,184757367,647.867482162,residential
184757367,184689994,106.246104929,residential
184689994,184748447,156.545270343,residential
184748447,184757371,105.586617895,residential
184757371,184757375,105.602584518,residential
184757375,2687910265,140.590139095,residential
2687910265,184757379,33.1993358656,residential
184757379,184757383,328.405782966,residential
184757383,184757387,555.333872923,residential
184757387,184715838,359.589304527,residential
184715838,184670082,121.243940919,residential
184670082,184708654,56.8731994995,residential
184708654,184661980,161.656178128,residential
184661980,4217813359,224.563185082,residential
4217813359,184716364,140.847500807,residential
184760816,184652214,90.7669397117,residential
184632026,184632029,40.7073570317,residential
184632029,184668041,41.027860441,residential
184668041,184668043,60.2069089811,residential
184668043,184629731,87.2382730196,residential
184629731,184668054,114.82675799,residential
184690504,184758608,172.704701099,residential
184758608,184632029,73.7662717967,residential
184629731,184629731,0.0,residential
184668054,184652182,79.9155859465,residential
184668360,184643430,138.298043202,residential
184643430,184668043,182.249513878,residential
184643430,184643434,16.093430689,residential
184643434,184643434,0.0,residential
184643418,184668360,62.5480577878,residential
184668360,184668054,207.947565025,residential
184665915,184758589,11.092446422,residential
184690473,184758589,132.940298783,residential
184758589,184665915,11.092446422,residential
184665915,184758608,126.305398348,residential
184643418,184690450,7.16248057387,residential
184690450,184690467,78.2437915646,residential
184690467,184690473,24.164220957,residential
184690473,184690504,166.706029979,residential
184643418,184690450,7.16248057387,residential
184708460,184783029,412.706170929,tertiary
184783029,184682292,1209.69506367,tertiary
184682292,184783047,1617.94520299,tertiary
184689583,184708440,96.116548227,tertiary
184708440,184708443,102.884417894,tertiary
184708443,184708447,220.899270098,tertiary
184708447,184708460,858.814286733,tertiary
4054010199,4054010200,28.7780099835,service
184669616,184630586,54.3982063183,motorway
184630586,184656274,387.58537673,motorway
184656274,4054010200,869.257345309,motorway
4054010200,184665514,785.959235381,motorway
184665514,184662646,681.243695294,motorway
184662646,184640596,1136.0208482,motorway
184640596,570455229,244.171678787,motorway
570455231,184660287,313.835229483,motorway
184660287,184641817,1075.46881525,motorway
184641817,184641857,635.92338405,motorway
184641857,4054010199,821.55835806,motorway
4054010199,184641008,935.563877079,motorway
184641008,184675661,371.142839356,motorway
184641834,184641857,273.686944881,motorway_link
184629632,184629695,145.813174065,service
184665514,184665485,410.425836102,motorway_link
418267261,184687602,63.672075957,tertiary
184641817,184641834,377.674878043,motorway_link
184662635,184662646,271.318537216,motorway_link
184684779,184646330,178.051556075,residential
184687602,184665485,57.5047596355,tertiary
184665485,184662635,53.611018436,tertiary
184662635,184687604,367.682081413,tertiary
184687604,184687610,648.677414697,tertiary
184687610,184666109,68.3953133556,tertiary
184666109,184687614,187.395799571,tertiary
184687614,184687617,152.001212896,tertiary
184687617,1374836481,50.1144446268,tertiary
4217814608,4217814606,59.7733213352,service
184687610,4217814608,25.415860892,service
184666109,4217814606,32.8837167629,service
184710281,184708447,102.510615658,residential
184732102,184780370,93.3682996228,residential
184780370,184685221,215.65613032,residential
184708443,184710278,101.01040651,residential
184710278,184732102,317.893086224,residential
184710268,184687627,60.7340544832,residential
184687627,184710272,53.4048473416,residential
184710272,184710278,100.663127214,residential
184710278,184710281,213.999331041,residential
184708440,184710272,102.011338204,residential
184710272,184780370,239.307627196,residential
1374836480,184687627,104.236320334,tertiary
184705431,184689955,101.846821843,residential
184687627,184708440,115.485807428,tertiary
184708440,184684660,97.1496292091,tertiary
184684657,184684660,82.2054772307,residential
184684660,184684663,99.1060125289,residential
184684660,184683266,54.2099683199,tertiary
184683264,184683266,65.7780525408,residential
184683266,184683269,105.019398247,residential
184689577,184689581,71.3385771895,residential
184689581,184683264,91.5369511025,residential
184683264,184684657,53.6483617152,residential
184684657,184689583,98.9120810067,residential
184689581,184705423,28.8086586809,residential
184705423,184705427,129.8449145,residential
184705427,184705431,266.062487489,residential
184689575,184689953,145.03380279,residential
184689953,184689955,275.396811055,residential
184689955,184671010,56.3806646138,residential
184722299,184719028,105.551073702,residential
184719028,184719011,12.4551106647,residential
184719011,184722303,106.691876695,residential
184722303,184689953,119.586007614,residential
184689953,184705427,98.5428367425,residential
184705427,184683269,93.3003567877,residential
184683269,184684663,52.5234758425,residential
184684663,184708443,96.5099580622,residential
184683266,184705423,90.5846115057,tertiary
184705423,184689577,71.1533058126,tertiary
184689575,184689577,29.1861302727,tertiary
1374836481,1374836480,58.2584952775,tertiary
184689583,184716417,83.6476053029,residential
184716417,184710268,19.8943849603,residential
184710268,184685221,62.532809319,residential
184716417,184685218,77.8388312043,residential
184685205,184685218,72.5423945701,residential
184685218,184685221,111.385883092,residential
184760311,184742742,25.0345699188,tertiary
184742742,184685205,312.111304419,tertiary
184685205,184689583,103.99658129,tertiary
184687604,184624754,179.542291323,residential
184624754,184624761,104.290082058,service
184637648,184637654,61.0347784988,residential
184637654,184624812,45.1957742487,residential
184624809,184624812,55.6305279324,residential
184660278,184660287,339.106906878,motorway_link
184640596,184640608,272.206901352,motorway_link
570455229,184676528,46.0753714691,motorway
418267267,570455231,45.0381872114,motorway
184640608,184640615,294.679590311,motorway_link
184660265,184660278,296.022913361,motorway_link
184682278,184707866,2330.65998967,residential
184670995,184670997,103.754796552,residential
184670997,184671003,12.7649166586,residential
184671003,184671007,106.202203215,residential
184671007,184671010,100.767286688,residential
184722303,184671007,281.736212938,residential
184671003,184719011,280.623950813,residential
184670997,184719028,281.736116714,residential
184719028,184719018,112.699056766,residential
184670995,184722299,281.185288104,residential
184722299,184719018,106.238624735,residential
184707917,184707919,48.1258848192,residential
184719018,184707915,49.8653215297,residential
184742650,184742698,869.15894173,residential
184742698,184669098,551.486948035,residential
184669098,184742742,170.591600121,residential
184707896,184742650,924.073595427,residential
184674185,184661520,436.13267034,residential
184637266,184637274,30.8729073728,residential
184677543,184707837,1616.98359382,tertiary
184707837,184707843,1611.50207698,tertiary
184707843,184638924,206.43321154,tertiary
184638924,184707866,1020.99930368,tertiary
184707866,184707896,849.216731565,tertiary
184707896,184659899,151.586648275,tertiary
184659899,184707903,372.416277288,tertiary
184707903,184707907,216.750031108,tertiary
184707907,184707915,170.973055494,tertiary
184707915,184707917,102.893076365,tertiary
184707917,184707919,48.1258848192,tertiary
184707919,184689575,143.607000588,tertiary
184676528,184640615,267.605697971,motorway
184640615,184624509,4461.43614885,motorway
184624509,184624543,578.964044836,motorway
184624543,3692596668,24.2749058414,motorway
3692596673,2345352219,4.63434754948,motorway
2345352219,184633192,580.592118946,motorway
184633192,184660265,4485.74809182,motorway
184660265,418267267,267.054931761,motorway
184663731,184755717,208.22435762,secondary
184755717,184630248,1320.25935474,secondary
184630248,184645591,1104.72131053,secondary
184645591,184690087,277.068132757,secondary
184677364,184677367,378.591264099,residential
184677367,184640542,1319.58111133,residential
184640542,184677397,1477.54498258,residential
184677397,184677399,787.386655692,residential
184640542,184640570,1223.71080155,residential
184690087,184677397,1220.52677793,residential
184693920,183867415,394.300511313,residential
183867415,184693939,668.457879665,residential
184693939,183867427,1076.62596474,residential
183867427,184693988,2185.30652381,residential
184693988,184694002,1629.71617755,residential
184694002,183867489,1604.6233504,residential
184677399,184684202,401.546585783,residential
184684202,184684206,810.595431524,residential
184690087,184702579,3355.84416487,secondary
184702579,184755824,1595.44330972,secondary
184684202,184702581,2445.225893,residential
184708064,184702012,3925.09316318,residential
184702012,184701966,666.443620031,residential
184687565,184637849,194.213756011,tertiary
184637849,184653724,2384.59388642,tertiary
184653724,184714282,675.481863403,tertiary
184714282,184702005,508.9740036,tertiary
184702005,184702644,1122.19367266,tertiary
184702005,184702012,1217.07923134,residential
184701966,184701993,810.428080113,residential
184694002,184625413,721.438828685,tertiary
184625413,184702579,880.379696736,tertiary
184702579,184702581,810.490072109,tertiary
184702581,184702583,811.791411936,tertiary
184702583,184702592,1215.77914476,tertiary
184702592,184660201,1132.09410875,tertiary
184660201,184702644,25.7450171411,tertiary
184702644,184702646,1215.07411567,tertiary
184702646,184667001,1618.45555135,tertiary
184667001,184702684,1616.42654619,tertiary
183867489,184755824,1619.10287818,residential
184677279,184677285,1625.62303003,residential
183970622,184755834,1628.65021534,residential
184755834,184790676,809.198049468,residential
184755824,184677279,1217.97154851,secondary
184677279,184755830,406.422366335,secondary
184755830,184755834,806.280335577,secondary
184755834,184697218,1612.32995646,secondary
184764564,184790676,811.952079784,residential
184790676,184639185,1162.74517984,residential
184639185,184646204,299.655487806,residential
184646204,2919198675,64.0699535395,residential
2919198675,184753380,106.872290126,residential
184702592,184625390,1017.39773721,tertiary
184625390,184726559,474.167821189,tertiary
184726618,184726563,101.392406017,residential
184726563,184730476,1220.09959455,residential
184726559,184726563,102.593316421,residential
184726559,184726618,140.938308821,tertiary
184726628,184726618,211.226419256,tertiary
184702646,184730394,2382.32570694,residential
184726574,184726579,90.5426890698,residential
184730394,184726574,1583.59172419,residential
184726574,184726628,96.2819989511,residential
760641990,184708063,388.116079582,residential
184708063,184640570,1363.8695761,residential
184640570,184684206,2242.21469793,residential
184684206,184701993,1226.9588899,residential
184701993,184702583,1217.48180532,residential
184702583,184730476,1595.23353953,residential
184730476,184741587,1623.01773378,residential
184741587,184730779,1618.12031576,residential
184730779,184732475,1626.57296514,residential
184732475,184732466,2433.30264615,residential
184732466,184741640,824.209542789,residential
184741640,184741646,1573.63993905,residential
184726628,184726579,133.127009727,tertiary
184726579,184726663,1534.14946875,tertiary
184726663,184726676,1622.90669525,tertiary
184755830,184764564,807.062509558,residential
184764564,184741587,806.424087683,residential
184741587,184660168,387.82984038,residential
184660168,184726663,1233.79308073,residential
184726663,184764569,1204.42479134,residential
184764569,184666982,2025.71228449,residential
184666982,184760433,1616.87546097,residential
184764569,184737856,1684.07718285,residential
184667233,184667018,163.094185664,residential
184714282,3635601452,2112.80220677,residential
3635601452,184667009,721.052583076,residential
184667009,184714304,497.760214329,residential
184714304,184714312,1121.34712181,residential
184714312,184690544,1177.50240107,residential
184667021,184667233,117.13210811,residential
184667233,184648242,574.151071451,residential
184648242,184632087,331.709759173,residential
184632087,184760332,596.83848209,residential
184642034,184642034,0.0,residential
184642034,184642078,209.555295958,residential
184760311,184637648,358.596177319,tertiary
184637648,184624809,49.7402065988,tertiary
184624809,184629361,103.737450422,tertiary
184629361,184640608,116.437264914,tertiary
184640608,184660278,118.131368277,tertiary
184660278,184760314,350.329383125,tertiary
184760314,184642078,532.996317081,tertiary
184642078,184659979,561.363639447,tertiary
184659979,184760332,156.872730131,tertiary
184760332,184714312,1628.70441967,tertiary
184714312,184702684,1645.41625874,tertiary
184666999,184654025,109.698840493,residential
184658475,184637266,117.143913154,residential
184775170,184632161,507.420583617,residential
184772956,184767424,126.818885254,residential
184767424,184662546,337.555292573,residential
184662546,184633287,569.203065294,residential
184633287,184788845,1599.45400073,residential
184662546,184662548,62.1809205005,residential
184690514,184646603,209.329427638,residential
184646603,184690516,592.779500776,residential
184690516,184702695,821.87392488,residential
184702695,184690533,815.991055146,residential
184690533,184690544,1123.72579521,residential
184690544,184690546,99.2261333649,residential
184690546,184690558,2025.76421568,residential
184690533,184779159,1131.4784723,residential
184779159,184721264,83.741161378,residential
184702684,184702695,1154.6810016,residential
184721270,184779159,116.968300625,residential
184721204,184702815,1219.48546397,residential
184702815,184721245,1183.07064019,residential
184721245,184721248,816.754103015,residential
184721248,184721264,1621.49607633,residential
184721264,184721270,81.5298825819,residential
184721270,184721277,1118.38329205,residential
184721277,184662947,872.663955367,residential
184662947,184652352,63.7157915321,residential
184652352,184721359,1112.89102129,residential
184666925,184666949,162.241089714,residential
184666949,184666956,689.271262549,residential
184666956,184666961,1619.00947435,residential
184666961,184666963,799.161725767,residential
184666963,184666970,807.948458864,residential
184666970,184666982,1627.01801345,residential
184666982,184660237,1063.44491613,residential
184660237,184658216,658.907804038,residential
184658216,184666999,1675.07786855,residential
184666999,184667001,613.43609286,residential
184667001,184651455,528.675034157,residential
184651455,184667009,1099.37453862,residential
184667009,184649573,506.200342055,residential
184649573,3635601447,860.281411519,residential
3635601447,184667018,144.450821153,residential
184667018,184667021,99.6603893336,residential
184702684,184760358,1605.79578952,tertiary
184760358,184760433,2385.26065314,tertiary
184760433,184737803,1631.57814609,tertiary
184737803,184760449,813.180239164,tertiary
184760449,184701821,815.289262948,tertiary
184701821,184760458,1624.34923799,tertiary
184760458,184751441,763.017527422,tertiary
184646603,184646614,153.772435064,residential
184646638,184646614,26.36177686,residential
184646614,184646638,26.36177686,residential
184721245,184633905,1012.2744518,residential
184633905,184690514,197.434344256,residential
184690514,184760358,1180.17506517,residential
184721248,184690516,1213.23024809,residential
184625627,184625631,48.4378028987,residential
184702799,184660135,1276.91452032,residential
184660135,184702815,484.007253922,residential
184760433,184630506,1946.05771463,tertiary
184630506,184721204,480.476102373,tertiary
184667744,184738287,22.0528469752,residential
184737710,184667744,17.5262927278,residential
184690403,184721204,1630.24741969,residential
184667717,184667744,1631.48238356,residential
184650797,184651811,267.863106916,service
184753971,184651811,843.540205607,residential
184651811,184656697,131.530612651,residential
184656697,184656723,686.196894298,residential
184656723,184694559,338.374123235,residential
184694559,184624259,324.484974583,residential
184624259,184754033,490.487224344,residential
184766357,184787382,136.338873388,residential
184787382,184745902,296.702613398,residential
184745902,184780702,213.606556485,residential
184692221,184692239,78.2955797726,residential
184780702,184692221,129.252194003,residential
