node_id,x,y
184624801,-84.4519919,42.153219
184624809,-84.5999069,42.26664
184624812,-84.6005827,42.266633
184624878,-84.4770314,42.2653624
184624907,-84.4815379,42.2689485
184624914,-84.3253049,42.087951
184624936,-84.6709449,42.090319
184624977,-84.6710049,42.092548
184625103,-84.4759158,42.2690737
184625123,-84.4766573,42.2648087
184625155,-84.4715143,42.2689317
184625161,-84.1573629,42.086728
184625163,-84.1568849,42.086681
184625172,-84.1552599,42.085869
184625188,-84.5374249,42.113165
184625231,-84.2800099,42.153437
184625274,-84.2814679,42.151679
184625279,-84.2821879,42.147899
184625289,-84.2555515,42.2919605
184625303,-84.2600444,42.2925509
184625308,-84.2637996,42.2917904
184625314,-84.5268479,42.115743
184625322,-84.5218619,42.115789
184625333,-84.5043729,42.076205
184625373,-84.5240649,42.086758
184625390,-84.6643779,42.329443
184625413,-84.7095339,42.320168
184625446,-84.2969304,42.2773676
184625483,-84.2288689,42.191743
184625497,-84.6490949,42.256268
184625521,-84.3248279,42.326297
184625525,-84.3317599,42.3357653
184625627,-84.5467459,42.336152
184625631,-84.5463829,42.336495
184625645,-84.2072209,42.191494
184625647,-84.2070289,42.191494
184625653,-84.2060889,42.191139
184625660,-84.2053616,42.1905812
184625673,-84.4275084,42.3001869
184625681,-84.5410829,42.396158
184625723,-84.6800199,42.121582
184625728,-84.6716579,42.121487
184625736,-84.3447809,42.258907
184625780,-84.3396559,42.258132
184625784,-84.3386449,42.25816
184625795,-84.3386789,42.260098
184625839,-84.3561014,42.2424924
184625866,-84.3567239,42.239751
184625882,-84.3561031,42.2370894
184625894,-84.3557533,42.2372391
184625895,-84.3547931,42.2397234
184625900,-84.3557979,42.2417569
184625907,-84.4576569,42.371285
184625951,-84.4628269,42.366595
184625961,-84.4137529,42.393794
184625989,-84.6797239,42.10495
184626014,-84.6845999,42.106893
184626016,-84.6866349,42.10691
184626041,-84.5003069,42.087656
184626068,-84.4035784,42.2477056
184626096,-84.4139701,42.2474496
184626098,-84.4139404,42.2475633
184626106,-84.3072479,42.116893
184626111,-84.3072069,42.116862
184626181,-84.3145569,42.252931
184626232,-84.3133519,42.250024
184626365,-84.3728009,42.204131
184626411,-84.5441229,42.160973
184626441,-84.5358799,42.160796
184626461,-84.3042272,42.2173776
184626470,-84.304352,42.2170721
184626498,-84.30299,42.2164317
184626508,-84.1619889,42.213677
184626562,-84.4041269,42.203169
184626595,-84.4023203,42.2037214
184626599,-84.4020649,42.204204
184626606,-84.5211409,42.151232
184626651,-84.3997329,42.377753
184626660,-84.1382609,42.183939
184626741,-84.1410029,42.172168
184626751,-84.2481519,42.166104
184626772,-84.2484839,42.165056
184626799,-84.2484949,42.166101
184626817,-84.2469359,42.165501
184626830,-84.5553689,42.276679
184626847,-84.3983489,42.167551
184626864,-84.3798299,42.274135
184626874,-84.3800379,42.275044
184626880,-84.3645109,42.150958
184626901,-84.3662299,42.150512
184626920,-84.3679509,42.150557
184626928,-84.3678759,42.152333
184626953,-84.3687299,42.153318
184627021,-84.3792099,42.274124
184627054,-84.3818839,42.273965
184627073,-84.2948609,42.182084
184627078,-84.2945329,42.182062
184627107,-84.2920479,42.183623
184627149,-84.2899959,42.184742
184627193,-84.5468689,42.360109
184627212,-84.5536089,42.101455
184627223,-84.5559633,42.1014751
184627234,-84.5559739,42.101892
184627261,-84.4684309,42.2690661
184627263,-84.4714345,42.269255
184627322,-84.6839539,42.109891
184627346,-84.5303799,42.167458
184627376,-84.6624849,42.174219
184627404,-84.2469815,42.1099761
184627408,-84.2467386,42.1097964
184627415,-84.2465795,42.109993
184627456,-84.2445337,42.1099377
184627462,-84.1737969,42.117288
184627481,-84.1906929,42.105129
184627533,-84.4254675,42.2699229
184627602,-84.4215525,42.2725809
184627614,-84.3486029,42.198741
184627638,-84.3477449,42.198812
184627648,-84.3476959,42.198293
184627656,-84.4291119,42.383293
184627660,-84.4289109,42.382578
184627725,-84.4264839,42.378616
184627783,-84.4288569,42.373877
184627795,-84.6694779,42.083179
184627804,-84.6707979,42.083672
184627843,-84.4704359,42.080209
184627883,-84.2798159,42.109768
184627974,-84.4067189,42.400325
184628018,-84.3143279,42.11068
184628041,-84.3142669,42.112648
184628077,-84.6059479,42.185066
184628168,-84.3956219,42.293867
184628176,-84.2490892,42.1098547
184628198,-84.2479679,42.11032
184628210,-84.5489309,42.324066
184628214,-84.5488849,42.322463
184628238,-84.2493523,42.2917546
184628240,-84.5369149,42.322275
184628309,-84.6938669,42.128628
184628316,-84.4293486,42.2749804
184628375,-84.4324433,42.2707212
184628418,-84.3610929,42.252952
184628433,-84.2092014,42.2920352
184628456,-84.2044047,42.292004
184628496,-84.2393719,42.207252
184628596,-84.2495659,42.201725
184628608,-84.2362309,42.174666
184628661,-84.2403799,42.174571
184628674,-84.4222415,42.2911246
184628678,-84.4222609,42.286176
184628685,-84.4222859,42.283819
184628710,-84.2094939,42.238589
184628715,-84.2046839,42.238703
184628734,-84.3292839,42.24034
184628752,-84.2460779,42.3102452
184628769,-84.3660059,42.238492
184628772,-84.3648379,42.238486
184628810,-84.5174139,42.112065
184628859,-84.5201159,42.115767
184628882,-84.3932559,42.116855
184628899,-84.2263189,42.196183
184628909,-84.3486309,42.19829
184628925,-84.3497759,42.198177
184628929,-84.3500529,42.197952
184628939,-84.3499519,42.197517
184628982,-84.3481729,42.197637
184628991,-84.1754072,42.2939683
184629015,-84.1693487,42.2931015
184629023,-84.5121579,42.349496
184629035,-84.2328199,42.196076
184629041,-84.2321389,42.196278
184629085,-84.4300899,42.145605
184629142,-84.2377352,42.1127252
184629165,-84.2502669,42.31308
184629206,-84.2382479,42.160073
184629216,-84.2995479,42.121151
184629219,-84.2995349,42.12101
184629225,-84.5184819,42.143093
184629232,-84.5188179,42.14299
184629268,-84.4080779,42.161685
184629283,-84.4065069,42.161821
184629313,-84.2253973,42.2856026
184629316,-84.2242166,42.2863724
184629319,-84.2201889,42.288887
184629323,-84.3847819,42.271038
184629361,-84.599931,42.2675725
184629449,-84.5476279,42.335485
184629516,-84.1785049,42.074872
184629550,-84.1774079,42.074833
184629584,-84.3847149,42.220612
184629594,-84.3855439,42.220314
184629619,-84.3526049,42.411733
184629622,-84.3522859,42.412007
184629632,-84.6239389,42.26739
184629695,-84.6223685,42.2667833
184629714,-84.6571019,42.070929
184629726,-84.7112809,42.392908
184629731,-84.5532752,42.2269703
184629746,-84.3239589,42.124407
184629772,-84.6304659,42.127224
184629774,-84.6302129,42.127288
184629822,-84.6281039,42.127794
184629827,-84.6280849,42.126958
184629851,-84.6663659,42.085333
184629904,-84.6652499,42.089174
184629967,-84.6911839,42.124674
184629987,-84.3694679,42.194033
184630041,-84.2672779,42.088477
184630056,-84.3965069,42.120755
184630067,-84.4024459,42.099085
184630090,-84.1458008,42.2978784
184630128,-84.1417652,42.2965237
184630134,-84.1498705,42.2962622
184630167,-84.1458003,42.2971724
184630176,-84.1457783,42.2948274
184630223,-84.1498342,42.2959744
184630248,-84.7083719,42.278432
184630280,-84.6496426,42.2180497
184630308,-84.6520809,42.218026
184630372,-84.3230117,42.275991
184630457,-84.4520969,42.169473
184630485,-84.3642209,42.125435
184630487,-84.3638299,42.125431
184630490,-84.3451949,42.125942
184630506,-84.5768049,42.349461
184630514,-84.3506439,42.197209
184630519,-84.3506329,42.196922
184630525,-84.2467509,42.194164
184630536,-84.2196889,42.345664
184630541,-84.2200921,42.3457652
184630543,-84.649159,42.260658
184630586,-84.6483,42.2620595
184630601,-84.2265513,42.3398342
184630610,-84.4328779,42.295181
184630653,-84.4357549,42.298363
184630664,-84.4763819,42.253716
184630715,-84.4788529,42.254818
184630720,-84.4736829,42.254804
184630775,-84.4760089,42.253585
184630784,-84.4329019,42.29066
184630834,-84.4347439,42.291106
184630856,-84.2395229,42.112116
184630863,-84.2399129,42.190473
184630876,-84.2022809,42.191839
184630880,-84.2020649,42.192097
184630885,-84.2019439,42.192212
184630890,-84.2018349,42.192719
184630898,-84.2022659,42.192724
184630906,-84.2488299,42.193223
184630915,-84.2496109,42.192968
184630924,-84.3472449,42.386364
184630939,-84.6511829,42.072002
184630969,-84.6527339,42.071923
184631025,-84.6585929,42.08539
184631036,-84.6707259,42.078018
184631066,-84.6610529,42.074394
184631099,-84.5479029,42.137262
184631102,-84.5478829,42.13556
184631117,-84.3875382,42.2747786
184631120,-84.3843755,42.2748732
184631125,-84.3800729,42.2758335
184631129,-84.2762669,42.228354
184631155,-84.3814039,42.107535
184631157,-84.3811639,42.107333
184631197,-84.3160419,42.124865
184631204,-84.3164159,42.124865
184631209,-84.1665999,42.321761
184631217,-84.1672949,42.320964
184631227,-84.1669529,42.320373
184631231,-84.1657779,42.320366
184631234,-84.1656029,42.320365
184631240,-84.1443919,42.187435
184631303,-84.1526379,42.193026
184631317,-84.3948359,42.295203
184631342,-84.3929879,42.29578
184631374,-84.3938679,42.296836
184631379,-84.6719989,42.188749
184631400,-84.6697699,42.184211
184631424,-84.6694359,42.184236
184631435,-84.1458959,42.090441
184631480,-84.1447219,42.089325
184631486,-84.1410509,42.086703
184631513,-84.6513309,42.080137
184631578,-84.6514049,42.083437
184631590,-84.3886929,42.293657
184631741,-84.3734735,42.2548353
184631759,-84.4182236,42.2184063
184631804,-84.421058,42.2205141
184631806,-84.4196819,42.2204933
184631840,-84.4182652,42.2214181
184631850,-84.2782479,42.200268
184631861,-84.3183969,42.219165
184631892,-84.2648599,42.196332
184631895,-84.2645129,42.196033
184631981,-84.2644219,42.196052
184631998,-84.3229879,42.380373
184632001,-84.3230609,42.380661
184632014,-84.4828879,42.316413
184632026,-84.5555629,42.227074
184632029,-84.5553549,42.227406
184632036,-84.2601068,42.3078037
184632087,-84.6072869,42.28405
184632161,-84.5605109,42.281243
184632168,-84.6623339,42.078129
184632274,-84.2274403,42.3392942
184632282,-84.2264735,42.3395028
184632286,-84.225413,42.3395076
184632293,-84.2242286,42.3400575
184632300,-84.2241142,42.3403465
184632330,-84.2297449,42.197137
184632366,-84.1387579,42.351052
184632383,-84.1400809,42.351566
184632391,-84.2148559,42.196773
184632447,-84.1752219,42.293311
184632463,-84.2082309,42.2916193
184632518,-84.4210168,42.2726692
184632527,-84.4262235,42.2733535
184632555,-84.4289166,42.2746883
184632564,-84.6138919,42.148208
184632583,-84.4200019,42.262275
184632595,-84.2412679,42.160683
184632603,-84.2401319,42.161571
184632612,-84.4232349,42.229143
184632638,-84.2411739,42.16034
184632651,-84.5372729,42.273382
184632846,-84.2395739,42.202187
184632854,-84.2381789,42.202305
184632864,-84.2453539,42.201501
184632904,-84.2510269,42.201531
184632948,-84.1979119,42.408864
184632950,-84.1979379,42.405106
184632963,-84.5207089,42.194507
184633007,-84.7048679,42.132164
184633017,-84.6999059,42.132207
184633025,-84.3111579,42.123732
184633034,-84.2884189,42.224359
184633180,-84.5383748,42.2698146
184633192,-84.5419265,42.2691532
184633215,-84.6476839,42.152322
184633231,-84.6471019,42.152312
184633241,-84.6457682,42.1521505
184633250,-84.6431949,42.15086
184633259,-84.6475239,42.151136
184633265,-84.2208459,42.180319
184633287,-84.5525089,42.291044
184633328,-84.1461619,42.183739
184633376,-84.3942322,42.2838599
184633380,-84.3952809,42.291164
184633389,-84.3964549,42.292462
184633392,-84.1919099,42.175614
184633491,-84.1838649,42.17956
184633525,-84.1801079,42.180719
184633602,-84.1813989,42.180279
184633651,-84.2384407,42.3303036
184633652,-84.2384432,42.3304876
184633664,-84.2403097,42.3292864
184633681,-84.2376228,42.3296617
184633685,-84.2370282,42.3293123
184633688,-84.2365919,42.329004
184633698,-84.2359989,42.3288359
184633699,-84.2355349,42.3287276
184633711,-84.2367832,42.3312603
184633729,-84.3558169,42.424663
184633777,-84.2168439,42.277468
184633783,-84.2175239,42.278065
184633788,-84.2165589,42.277601
184633793,-84.2176959,42.278138
184633806,-84.4924369,42.357645
184633825,-84.2633379,42.179339
184633833,-84.2664096,42.2431653
184633860,-84.2635559,42.19349
184633862,-84.5183509,42.422041
184633885,-84.4924529,42.351947
184633905,-84.5836279,42.327903
184633912,-84.5608519,42.421979
184633922,-84.4123969,42.119575
184633943,-84.6279909,42.122205
184633964,-84.5133899,42.252984
184633990,-84.5537329,42.20289
184634023,-84.5566465,42.2039935
184634045,-84.4918471,42.0904219
184634063,-84.3415447,42.3583058
184634135,-84.5488849,42.150058
184634156,-84.5486909,42.152517
184634181,-84.3450389,42.098935
184634201,-84.3479261,42.2370515
184634215,-84.3465849,42.237552
184634230,-84.2739049,42.364941
184634235,-84.2738199,42.365359
184634261,-84.2733939,42.365299
184634272,-84.2721939,42.364396
184634289,-84.2718679,42.365507
184634305,-84.5714849,42.091259
184634307,-84.5717519,42.091341
184634371,-84.6242527,42.2473478
184634428,-84.2185719,42.206921
184634473,-84.1913339,42.193434
184634669,-84.3129449,42.12484
184634686,-84.3125329,42.124835
184634726,-84.2291409,42.074192
184634746,-84.2257409,42.074327
184634834,-84.2409452,42.1098441
184634837,-84.2410159,42.109477
184634855,-84.2402755,42.1098243
184634860,-84.2401617,42.1097789
184634955,-84.418282,42.224622
184635012,-84.5615088,42.1154106
184635084,-84.3649319,42.266268
184635112,-84.6322259,42.269228
184635161,-84.4831959,42.267245
184635180,-84.3079339,42.116254
184635190,-84.3077269,42.115987
184635192,-84.3075119,42.115941
184635233,-84.3058409,42.115293
184635245,-84.2648687,42.1172416
184635270,-84.5124399,42.1929
184635283,-84.2165339,42.278677
184635287,-84.2162139,42.278658
184635291,-84.2155219,42.277796
184635294,-84.2135519,42.277812
184635339,-84.2164369,42.277693
184635345,-84.2042,42.2779128
184635372,-84.2057619,42.106794
184635402,-84.2054999,42.108491
184635408,-84.2052979,42.108798
184635478,-84.2046409,42.10749
184635502,-84.2053619,42.106546
184635512,-84.5412509,42.32973
184635537,-84.2174799,42.386799
184635716,-84.2113689,42.386863
184635746,-84.1521069,42.108784
184635756,-84.1534299,42.10884
184635819,-84.5176729,42.259117
184635847,-84.3594031,42.2210689
184635853,-84.3586756,42.2210545
184635861,-84.3675729,42.22235
184635882,-84.6923754,42.3797379
184635891,-84.5529105,42.2086642
184635894,-84.55293,42.2089397
184635899,-84.2002829,42.145983
184635968,-84.5513469,42.378603
184635970,-84.5555159,42.378734
184635991,-84.6776039,42.18869
184636028,-84.2029479,42.146126
184636036,-84.3792579,42.195781
184636039,-84.3788949,42.195779
184636045,-84.1514161,42.3381413
184636057,-84.1501939,42.337238
184636086,-84.36438,42.3567946
184636131,-84.4262643,42.2710262
184636175,-84.4323682,42.2706581
184636249,-84.6436859,42.157761
184636308,-84.2457011,42.1545764
184636351,-84.5176969,42.283745
184636373,-84.2427993,42.1529232
184636381,-84.242724,42.1543919
184636401,-84.3843579,42.281291
184636510,-84.3874269,42.283886
184636564,-84.3847379,42.289482
184636567,-84.3842449,42.289732
184636799,-84.4069459,42.281532
184636804,-84.4088279,42.281542
184636808,-84.409171,42.2815413
184636814,-84.4094688,42.2815456
184636959,-84.4136481,42.2837694
184636969,-84.2094739,42.240358
184636985,-84.2276909,42.313478
184637021,-84.4396809,42.111853
184637092,-84.2130759,42.19683
184637121,-84.2154099,42.196765
184637181,-84.6438529,42.18225
184637193,-84.6431789,42.182555
184637212,-84.6058899,42.184067
184637223,-84.1740789,42.163156
184637224,-84.1728429,42.162192
184637266,-84.5844369,42.275709
184637274,-84.5841069,42.275577
184637332,-84.1624299,42.16169
184637335,-84.1601049,42.161885
184637376,-84.3128669,42.27175
184637497,-84.3483429,42.196917
184637611,-84.4487493,42.2689232
184637614,-84.4528692,42.2682553
184637634,-84.457206,42.2689282
184637648,-84.5998889,42.266193
184637654,-84.6006289,42.2662281
184637747,-84.5301309,42.086753
184637776,-84.5463249,42.086568
184637796,-84.6491439,42.265225
184637849,-84.6541219,42.270845
184637880,-84.6746589,42.261665
184637913,-84.4924549,42.348355
184637923,-84.2071359,42.196927
184637930,-84.2073387,42.1924682
184637937,-84.2072249,42.191057
184637941,-84.2072269,42.190758
184637956,-84.2055429,42.1904294
184637959,-84.2049023,42.1909319
184637962,-84.2043844,42.1910759
184637985,-84.2025739,42.191825
184637990,-84.2027569,42.191964
184638021,-84.4924639,42.347597
184638036,-84.2521579,42.2972327
184638040,-84.2522526,42.2979467
184638057,-84.2522049,42.299114
184638062,-84.1421069,42.172208
184638091,-84.1388279,42.171173
184638148,-84.4272769,42.272412
184638228,-84.4267074,42.2721281
184638252,-84.4277394,42.2730332
184638273,-84.5838429,42.407943
184638307,-84.6658479,42.080515
184638403,-84.3526745,42.160523
184638434,-84.3624067,42.2251192
184638458,-84.3615028,42.2221585
184638469,-84.3623419,42.219459
184638477,-84.4498609,42.371298
184638482,-84.2003859,42.41879
184638642,-84.4446679,42.115665
184638659,-84.2111289,42.244633
184638683,-84.5341009,42.232959
184638694,-84.2700699,42.401329
184638763,-84.2667489,42.287438
184638793,-84.2647347,42.2908274
184638812,-84.2601221,42.2907478
184638821,-84.6895109,42.114117
184638828,-84.6892929,42.113749
184638844,-84.6889309,42.114111
184638914,-84.4101779,42.25122
184638924,-84.5593979,42.252773
184638979,-84.2796349,42.247652
184639008,-84.2837539,42.084875
184639030,-84.3248669,42.218622
184639070,-84.3218259,42.217423
184639086,-84.5809189,42.103834
184639111,-84.5272939,42.218391
184639134,-84.5372599,42.107703
184639152,-84.2858429,42.318296
184639185,-84.6890722,42.3668596
184639206,-84.6917854,42.3656153
184639219,-84.3928409,42.378448
184639251,-84.4492879,42.301507
184639305,-84.6503739,42.156745
184639313,-84.6435419,42.156356
184639321,-84.6437862,42.153609
184639331,-84.6433221,42.1537579
184639336,-84.6426409,42.153966
184639380,-84.2213079,42.164058
184639398,-84.5884889,42.276741
184639540,-84.4166279,42.199446
184639551,-84.4157849,42.194252
184639578,-84.3805359,42.2759001
184639580,-84.3843798,42.2757837
184639583,-84.3871464,42.2749284
184639587,-84.2843429,42.177525
184639643,-84.2287679,42.288369
184639678,-84.4494869,42.349438
184639725,-84.4525329,42.343406
184639740,-84.3043059,42.099411
184639757,-84.2479465,42.1086274
184639762,-84.2424579,42.099043
184639792,-84.3637539,42.090484
184639809,-84.5522799,42.210655
184639846,-84.1881609,42.091357
184639910,-84.1877199,42.089418
184639938,-84.3480929,42.198061
184639940,-84.3479459,42.197704
184639945,-84.4529549,42.274066
184639961,-84.4517822,42.2720635
184639969,-84.4517907,42.2704857
184639987,-84.450338,42.2695675
184639994,-84.4486504,42.2695647
184640006,-84.4526176,42.2720655
184640007,-84.4529619,42.272072
184640012,-84.6655139,42.085336
184640143,-84.4464359,42.273611
184640253,-84.3150509,42.116208
184640323,-84.3086719,42.11544
184640342,-84.3097989,42.115427
184640449,-84.4664162,42.0949455
184640451,-84.4658609,42.095264
184640468,-84.4655749,42.0951826
184640472,-84.4022239,42.1953897
184640473,-84.4019569,42.195087
184640478,-84.2486259,42.090838
184640497,-84.3924889,42.294075
184640500,-84.3924529,42.293677
184640505,-84.610274,42.1945382
184640527,-84.6108999,42.192321
184640532,-84.3462499,42.226148
184640542,-84.6935579,42.277616
184640570,-84.6787019,42.278089
184640580,-84.7058339,42.127492
184640596,-84.6031944,42.2690745
184640608,-84.5999449,42.2686193
184640615,-84.5964167,42.2690694
184640624,-84.3393519,42.2226268
184640635,-84.5412994,42.2269935
184640638,-84.5406814,42.2270212
184640650,-84.5374911,42.2269513
184640658,-84.2829243,42.089622
184640676,-84.2402539,42.102203
184640685,-84.2335589,42.102715
184640689,-84.1919449,42.174761
184640714,-84.1919759,42.173817
184640914,-84.1988199,42.402935
184640948,-84.1835005,42.2926001
184640961,-84.1810786,42.29335
184640968,-84.179209,42.2936992
184640987,-84.1796532,42.2941099
184640999,-84.1805729,42.292772
184641008,-84.6444496,42.2623316
184641015,-84.6491633,42.2629873
184641018,-84.6526054,42.2622916
184641025,-84.4446089,42.200061
184641074,-84.4425529,42.199066
184641090,-84.4039407,42.3637563
184641111,-84.3483279,42.198036
184641121,-84.2688889,42.107501
184641143,-84.4623769,42.223623
184641189,-84.4592119,42.224929
184641196,-84.4298829,42.280006
184641200,-84.4308979,42.279904
184641228,-84.4317689,42.27872
184641309,-84.4243699,42.270445
184641351,-84.4132199,42.191775
184641380,-84.4526293,42.2709885
184641392,-84.452294,42.27099
184641396,-84.4529439,42.270993
184641413,-84.4234069,42.188419
184641484,-84.4218379,42.190572
184641566,-84.4178579,42.192848
184641572,-84.4153419,42.192994
184641593,-84.4149859,42.191563
184641604,-84.6207879,42.100167
184641629,-84.5932709,42.093261
184641648,-84.5758619,42.098284
184641659,-84.2037139,42.191648
184641662,-84.2040119,42.192295
184641672,-84.3250613,42.3681046
184641689,-84.1614099,42.163466
184641691,-84.6670689,42.133921
184641702,-84.6963579,42.135733
184641793,-84.5393729,42.26387
184641817,-84.616896,42.2675086
184641834,-84.6212133,42.2663586
184641857,-84.6235592,42.2646148
184641867,-84.5393779,42.263694
184641896,-84.3444599,42.116806
184641906,-84.3438979,42.116127
184641932,-84.2013849,42.17698
184641962,-84.2180069,42.278125
184642003,-84.3569337,42.2550533
184642006,-84.3577741,42.2574401
184642017,-84.3573395,42.2608714
184642034,-84.6021079,42.278636
184642078,-84.5999609,42.277623
184642085,-84.4507299,42.341321
184642091,-84.4489759,42.342504
